# HEADER: Prodid    : IDQ65448                                                                                                                                                                                                                                                                                                                                                                                  
# HEADER: Prodname  : Hourly River Height Bulletin in CSV Format                                                                                                                                                                                                                                                                                                                                                
# HEADER: Generated : 05-12-2010 12:45:41                                                                                                                                                                                                                                                                                                                                                                       
# HEADER: Notes     : Data from automatic stations have not been checked and may have errors.                                                                                                                                                                                                                                                                                                                   
# HEADER:             All heights are in metres.                                                                                                                                                                                                                                                                                                                                                                
# HEADER:             This product includes data made available to the Bureau by other agencies                                                                                                                                                                                                                                                                                                                 
# HEADER:             Separate approval may be required to use the data for other purposes.                                                                                                                                                                                                                                                                                                                     
# HEADER:                                                                                                                                                                                                                                                                                                                                                                                                       
# HEADER: Format    : stn_num,sensor_num,name,obs_time,hgt,datum,class,tendency,xinghgt,xingname,xingtype,long,lat                                                                                                                                                                                                                                                                                              
# HEADER:                                                                                                                                                                                                                                                                                                                                                                                                       
    540204,         0,LAKE KURWONGBAH ALERT         ,05-12-2010 10:01:31,     20.39,L,Unknown    ,Steady        ,      20.42,Sideling Creek Dam Spillway             ,S,    152.95,    -27.25                                                                                                                                                                                                                   
    540205,         0,DRAPERS CROSSING ALERT        ,05-12-2010 11:31:48,      1.12,L,Below Minor,Steady        ,           ,                                        , ,  152.9167,    -27.35                                                                                                                                                                                                                   
    540208,         0,UPPER CABOOLTURE TM           ,05-12-2010 08:20:00,      1.53,L,Below Minor,Falling       ,           ,                                        , ,  152.8911,  -27.0981                                                                                                                                                                                                                   
    540209,         0,COOPS CORNER TM               ,05-12-2010 11:00:00,      .755,L,Unknown    ,Steady        ,           ,                                        , ,  153.0419,  -26.0569                                                                                                                                                                                                                   
    540210,         0,LOAMSIDE TM                   ,05-12-2010 08:00:00,      .651,L,Below Minor,Steady        ,           ,                                        , ,  152.7297,  -27.6831                                                                                                                                                                                                                   
    540214,         0,SOUTH MACLEAN TM              ,05-12-2010 07:15:00,     2.564,L,Below Minor,Rising        ,           ,                                        , ,  153.0225,  -27.8047                                                                                                                                                                                                                   
    540216,         0,BERRY'S LAGOON TM             ,05-12-2010 08:15:00,     9.883,L,Unknown    ,Rising        ,           ,                                        , ,  152.7444,  -27.6417                                                                                                                                                                                                                   
    540217,         0,CHURCHBANK WEIR TM            ,05-12-2010 08:15:00,     1.513,L,Minor      ,Rising        ,          0,                                        ,W,  152.6806,  -27.7708                                                                                                                                                                                                                   
    540218,         0,DOONAN CREEK ALERT            ,05-12-2010 11:58:22,     3.701,L,Below Minor,Rising        ,        3.9,Doonan Creek Road Bridge                ,B,  153.0425,  -26.4842                                                                                                                                                                                                                   
    540222,         0,EUDLO ALERT                   ,05-12-2010 12:36:25,      2.05,L,Below Minor,Rising        ,        4.2,Eudlo Creek Bridge                      ,B,  152.9569,   -26.725                                                                                                                                                                                                                   
    540223,         0,YANDINA CREEK ALERT           ,05-12-2010 12:23:09,      3.61,L,Below Minor,Rising        ,           ,                                        , ,  153.0214,  -26.5256                                                                                                                                                                                                                   
    540228,         0,CANUNGRA ARMY TM              ,05-12-2010 08:00:00,     1.357,L,Below Minor,Steady        ,           ,                                        , ,  153.1928,  -28.0256                                                                                                                                                                                                                   
    540231,         0,WEENS BRIDGE TM               ,05-12-2010 11:00:00,     1.592,L,Unknown    ,Steady        ,          5,Weens Bridge                            , ,  151.7711,  -26.5031                                                                                                                                                                                                                   
    540236,         0,CARBROOK(RIEDEL ROAD) AL      ,05-12-2010 12:38:49,       .02,L,Below Minor,Falling       ,           ,                                        , ,  153.2833,     -27.7                                                                                                                                                                                                                   
    540238,         0,LODER CREEK ALERT             ,05-12-2010 12:44:15,       .78,L,Unknown    ,Falling       ,           ,                                        , ,  153.3964,    -27.97                                                                                                                                                                                                                   
    540242,         0,BURPENGARY (DALE ST) AL       ,05-12-2010 12:41:28,      4.34,L,Below Minor,Falling       ,           ,                                        , ,  152.9617,  -27.1492                                                                                                                                                                                                                   
    540243,         0,CABOOLTURE WTP ALERT          ,05-12-2010 12:13:05,      4.74,L,Below Minor,Falling       ,           ,                                        , ,  152.9394,  -27.0861                                                                                                                                                                                                                   
    540244,         0,WAMURAN ALERT                 ,05-12-2010 12:34:42,     25.52,L,Below Minor,Rising        ,       30.6,Cambells Pocket Bridge                  ,B,  152.8594,  -27.0478                                                                                                                                                                                                                   
    540245,         0,BURPENGARY(ROWLEY RD) AL      ,05-12-2010 12:16:29,      13.6,L,Below Minor,Steady        ,           ,                                        , ,  152.9375,  -27.1642                                                                                                                                                                                                                   
    540248,         0,CHURCHILL ALERT               ,05-12-2010 11:55:25,       .45,L,Below Minor,Falling       ,           ,                                        , ,  152.7542,  -27.6339                                                                                                                                                                                                                   
    540249,         0,BUNDAMBA (HANLON ST) AL       ,05-12-2010 12:40:47,      2.15,L,Unknown    ,Falling       ,           ,                                        , ,  152.7964,  -27.5914                                                                                                                                                                                                                   
    540250,         0,BRASSALL(HANCOCKS BR) AL      ,05-12-2010 12:08:55,      2.53,L,Below Minor,Rising        ,       13.8,Hancocks Bridge                         ,B,  152.7439,  -27.6036                                                                                                                                                                                                                   
    540252,         0,OYSTER CREEK ALERT            ,05-12-2010 10:44:03,      1.25,L,Unknown    ,Falling       ,           ,                                        , ,  153.4378,  -28.1128                                                                                                                                                                                                                   
    540253,         0,BOOBEGAN CREEK LOCK AL        ,05-12-2010 12:44:57,      1.21,L,Unknown    ,Rising        ,           ,                                        , ,  153.3917,  -28.0383                                                                                                                                                                                                                   
    540254,         0,MUDGEERABA ALERT              ,05-12-2010 12:31:08,      3.22,L,Minor      ,Falling       ,        4.6,Pacific Highway Bridge                  ,B,  153.3717,  -28.0847                                                                                                                                                                                                                   
    540257,         0,BURTONS BRIDGE ALERT          ,05-12-2010 12:35:56,       .54,L,Unknown    ,Steady        ,       4.35,                                        ,B,  152.6889,  -27.5003                                                                                                                                                                                                                   
    540258,         0,MT CROSBY ALERT-B             ,05-12-2010 11:00:12,       7.1,L,Below Minor,Steady        ,      12.35,Mt Crosby Weir Bridge                   ,B,  152.7983,  -27.5411                                                                                                                                                                                                                   
    540260,         0,SPLITYARD CREEK DAM AL        ,05-12-2010 10:21:49,    163.35,L,Unknown    ,Steady        ,           ,                                        , ,  152.6278,  -27.3711                                                                                                                                                                                                                   
    540261,         0,LINVILLE ALERT                ,05-12-2010 12:15:19,       .64,L,Below Minor,Steady        ,           ,                                        , ,  152.2719,  -26.8044                                                                                                                                                                                                                   
    540262,         0,BOONDOOMA DAM HW TM           ,05-12-2010 06:00:00,      -.03,L,Below Minor,Steady        ,          0,Spillway                                ,S,  151.4331,  -26.0972                                                                                                                                                                                                                   
    540263,         0,KIAMBA TM                     ,05-12-2010 11:00:00,       1.5,L,Below Minor,Falling       ,           ,                                        , ,  152.9028,  -26.5908                                                                                                                                                                                                                   
    540264,         0,BORUMBA DAM HW TM             ,05-12-2010 06:00:00,      .112,L,Below Minor,Steady        ,          0,Spillway                                ,S,  152.5847,  -26.5053                                                                                                                                                                                                                   
    540265,         0,YANDINA TM                    ,05-12-2010 11:31:00,     1.533,L,Below Minor,Rising        ,           ,                                        , ,  152.9381,  -26.5644                                                                                                                                                                                                                   
    540266,         0,WARANA BRIDGE TM              ,05-12-2010 11:00:00,     1.663,L,Below Minor,Steady        ,           ,                                        , ,  152.9575,  -26.6239                                                                                                                                                                                                                   
    540267,         0,LENTHALLS DAM HW TM           ,05-12-2010 06:00:00,    26.031,L,Unknown    ,Rising        ,         26,Full Supply Level                       ,F,  152.5317,  -25.4019                                                                                                                                                                                                                   
    540269,         0,MONTEREY KEYS ALERT           ,05-12-2010 12:36:59,       .43,L,Unknown    ,Falling       ,           ,                                        , ,  153.3381,  -27.8856                                                                                                                                                                                                                   
    540271,         0,BROMELTON WEIR TW TM          ,05-12-2010 08:10:00,     1.218,L,Unknown    ,Rising        ,           ,                                        , ,   152.945,  -28.0078                                                                                                                                                                                                                   
    540274,         0,OXLEY CREEK MOUTH ALERT       ,05-12-2010 12:44:42,       .83,L,Below Minor,Falling       ,           ,                                        , ,  152.9936,  -27.5261                                                                                                                                                                                                                   
    540277,         0,NORTH PINE DAM ALERT-B        ,05-12-2010 12:45:14,     39.48,L,Unknown    ,Falling       ,       39.6,                                        ,F,  152.9333,  -27.2667                                                                                                                                                                                                                   
    540278,         0,WYNNUM(BYRNESIDE TCE) AL      ,05-12-2010 11:09:41,      2.48,L,Below Minor,              ,           ,                                        , ,  153.1708,  -27.4417                                                                                                                                                                                                                   
    540279,         0,RANSOME ALERT                 ,05-12-2010 12:36:43,      1.99,L,Below Minor,Rising        ,           ,                                        , ,  153.1703,  -27.4872                                                                                                                                                                                                                   
    540286,         0,BREAKFAST CREEK MOUTH AL      ,05-12-2010 12:44:20,       .28,L,Below Minor,Falling       ,           ,                                        , ,  153.0461,  -27.4431                                                                                                                                                                                                                   
    540288,         0,TAGIGAN ROAD TM               ,05-12-2010 11:00:00,      .895,L,Below Minor,Steady        ,           ,                                        , ,  152.7828,  -26.0789                                                                                                                                                                                                                   
    540289,         0,KIELS MOUNTAIN TM             ,05-12-2010 11:00:00,     1.014,L,Below Minor,Steady        ,           ,                                        , ,  153.0175,  -26.6636                                                                                                                                                                                                                   
    540290,         0,CANUNGRA ARMY ALERT           ,05-12-2010 10:33:30,      1.42,L,Below Minor,              ,           ,                                        , ,  153.1928,  -28.0256                                                                                                                                                                                                                   
    540291,         0,CLAGIRABA ROAD ALERT          ,05-12-2010 12:08:52,     -1.08,L,Below Minor,Rising        ,          0,Clagiraba Road Causeway                 ,C,  153.2436,    -27.99                                                                                                                                                                                                                   
    540292,         0,OXENFORD WEIR ALERT           ,05-12-2010 12:41:11,       .94,L,Below Minor,Rising        ,           ,                                        , ,  153.2914,  -27.8986                                                                                                                                                                                                                   
    540293,         0,COOMERA SHORES ALERT          ,05-12-2010 12:31:53,        .6,L,Below Minor,Falling       ,           ,                                        , ,  153.3594,  -27.8478                                                                                                                                                                                                                   
    540294,         0,KERKIN ROAD ALERT             ,05-12-2010 12:20:19,      -.32,L,Below Minor,Rising        ,        3.1,Kerkin Road Causeway                    ,C,  153.3392,  -27.8028                                                                                                                                                                                                                   
    540295,         0,STEIGLITZ WHARF ALERT         ,05-12-2010 12:44:15,       .63,L,Unknown    ,Falling       ,           ,                                        , ,  153.3536,  -27.7453                                                                                                                                                                                                                   
    540296,         0,PULLEN PULLEN CREEK AL        ,05-12-2010 12:35:46,      1.25,L,Unknown    ,Falling       ,           ,                                        , ,  152.8933,  -27.5606                                                                                                                                                                                                                   
    540300,         0,MOOLOOLAH TM                  ,05-12-2010 11:00:00,     1.875,L,Below Minor,Falling       ,           ,                                        , ,  152.9822,  -26.7617                                                                                                                                                                                                                   
    540302,         0,WIVENHOE DAM HW ALERT-B2      ,05-12-2010 12:43:01,     67.05,L,Unknown    ,Rising        ,         67,                                        ,F,  152.5961,  -27.3931                                                                                                                                                                                                                   
    540303,         0,LUMEAH TM                     ,05-12-2010 08:20:00,      .962,L,Below Minor,Rising        ,        9.3,Nindooinbah Br (Nindooinbah Estate Rd)  ,B,  153.0408,  -28.0614                                                                                                                                                                                                                   
    540308,         0,BOREEN POINT ALERT            ,05-12-2010 10:17:07,       .28,L,Below Minor,Steady        ,           ,                                        , ,  152.9964,  -26.2858                                                                                                                                                                                                                   
    540309,         0,LAKE COOROIBAH ALERT          ,05-12-2010 12:25:42,       .48,L,Below Minor,Falling       ,           ,                                        , ,  153.0414,    -26.35                                                                                                                                                                                                                   
    540310,         0,TEWANTIN ALERT                ,05-12-2010 12:36:38,       .25,L,Below Minor,Falling       ,         .9,                                        ,R,  153.0408,   -26.395                                                                                                                                                                                                                   
    540311,         0,NOOSA BAR ALERT               ,05-12-2010 12:29:36,         0,L,Unknown    ,Falling       ,           ,                                        , ,  153.0794,  -26.3808                                                                                                                                                                                                                   
    540313,         0,ROSEWOOD WWTP ALERT           ,05-12-2010 12:44:59,       5.8,L,Below Minor,Falling       ,       7.25,Rosewood-Warrill View Road Bridge       ,A,  152.5883,  -27.6475                                                                                                                                                                                                                   
    540315,         0,STOKES CROSSING ALERT         ,05-12-2010 12:08:48,       2.4,L,Below Minor,Falling       ,        1.1,Stokes Crossing                         ,C,  152.5306,  -27.7619                                                                                                                                                                                                                   
    540316,         0,CHURCHBANK WEIR ALERT         ,05-12-2010 12:03:08,     1.865,L,Minor      ,Rising        ,          0,                                        ,W,   152.685,  -27.7706                                                                                                                                                                                                                   
    540317,         0,GREY'S PLAINS ROAD ALERT      ,05-12-2010 11:52:52,       .94,L,Unknown    ,Falling       ,          2,                                        ,B,  152.4361,  -27.8025                                                                                                                                                                                                                   
    540318,         0,EVANDALE ALERT                ,05-12-2010 12:36:39,       .04,L,Below Minor,Falling       ,           ,                                        , ,  153.4161,   -28.005                                                                                                                                                                                                                   
    540319,         0,CARRARA ALERT                 ,05-12-2010 12:43:54,       .66,L,Below Minor,Falling       ,           ,                                        , ,  153.3667,  -28.0064                                                                                                                                                                                                                   
    540320,         0,COPLICKS BRIDGE ALERT         ,05-12-2010 12:43:16,      1.69,L,Below Minor,Rising        ,           ,                                        , ,  153.4244,  -28.1381                                                                                                                                                                                                                   
    540326,         0,COORAN ALERT                  ,05-12-2010 11:57:01,      2.32,L,Below Minor,Rising        ,           ,                                        , ,  152.8136,  -26.3297                                                                                                                                                                                                                   
    540327,         0,LAKE MACDONALD DRIVE AL       ,05-12-2010 12:40:00,      2.35,L,Below Minor,Rising        ,       4.95,Six Mile Creek Bridge                   ,B,  152.9242,  -26.3719                                                                                                                                                                                                                   
    540330,         0,MOY POCKET ALERT              ,05-12-2010 12:34:16,       4.4,L,Below Minor,Falling       ,           ,                                        , ,  152.7442,  -26.5258                                                                                                                                                                                                                   
    540331,         0,KENILWORTH H/S ALERT          ,05-12-2010 12:12:43,      -.23,L,Below Minor,Steady        ,           ,                                        , ,  152.7322,  -26.5803                                                                                                                                                                                                                   
    540332,         0,BELLBIRD CREEK ALERT          ,05-12-2010 11:17:23,      1.78,L,Below Minor,Falling       ,           ,                                        , ,  152.7047,  -26.6272                                                                                                                                                                                                                   
    540337,         0,WOODFORD ALERT-P              ,05-12-2010 12:40:35,      2.82,L,Below Minor,Rising        ,        6.4,                                        ,B,    152.76,  -26.9383                                                                                                                                                                                                                   
    540338,         0,WOODFORD ALERT-B              ,05-12-2010 12:34:35,      2.74,L,Below Minor,Rising        ,        6.4,                                        ,B,    152.76,  -26.9383                                                                                                                                                                                                                   
    540343,         0,BEERWAH AL                    ,05-12-2010 12:20:01,       1.1,L,Below Minor,Falling       ,        7.8,Old Bruce Highway Bridge                ,B,  152.9617,  -26.8664                                                                                                                                                                                                                   
    540344,         0,JORDAN ST AL                  ,05-12-2010 12:16:19,      2.85,L,Below Minor,Rising        ,           ,                                        , ,  153.0553,  -26.7669                                                                                                                                                                                                                   
    540345,         0,MOOLOOLAH AL                  ,05-12-2010 07:54:41,      2.32,L,Below Minor,Falling       ,           ,                                        , ,  152.9819,  -26.7617                                                                                                                                                                                                                   
    540346,         0,EWEN MADDOCK DAM AL           ,05-12-2010 12:43:49,       .25,L,Below Minor,Falling       ,          0,Ewen Maddock Dam                        ,S,    153.01,  -26.7797                                                                                                                                                                                                                   
    540347,         0,MOOLOOLABA TIDE AL            ,05-12-2010 12:41:25,       .52,L,Unknown    ,Falling       ,           ,                                        , ,  153.1331,  -26.6842                                                                                                                                                                                                                   
    540348,         0,PARREARRA WEIR U/S AL         ,05-12-2010 12:35:58,      .015,L,Below Minor,Falling       ,       1.74,Parrearra Weir                          ,W,    153.12,  -26.7258                                                                                                                                                                                                                   
    540350,         0,PALMVIEW AL                   ,05-12-2010 12:06:19,      2.19,L,Below Minor,Rising        ,           ,                                        , ,  153.0831,   -26.745                                                                                                                                                                                                                   
    540351,         0,MERIDAN WAY AL                ,05-12-2010 11:13:36,      1.31,L,Below Minor,Steady        ,        2.6,                                        ,A,  153.0997,  -26.7636                                                                                                                                                                                                                   
    540355,         0,TALLEBUDGERA CK RD TM         ,05-12-2010 08:20:00,     2.128,L,Below Minor,Rising        ,           ,                                        , ,  153.4008,  -28.1522                                                                                                                                                                                                                   
    540356,         0,TALLEBUDGERA CK RD AL         ,05-12-2010 12:40:19,     3.209,L,Below Minor,Rising        ,           ,                                        , ,  153.4019,  -28.1472                                                                                                                                                                                                                   
    540357,         0,UPPER CABOOLTURE ALERT        ,05-12-2010 11:26:24,     1.185,L,Below Minor,Falling       ,           ,                                        , ,  152.8914,  -27.0978                                                                                                                                                                                                                   
    540359,         0,LODER CK DAM ALERT            ,05-12-2010 12:43:38,     6.302,L,Unknown    ,Falling       ,       11.8,                                        ,S,  153.3867,  -27.9675                                                                                                                                                                                                                   
    540361,         0,JOE SIPPEL WEIR TW TM         ,05-12-2010 06:00:00,      1.27,L,Below Minor,Steady        ,           ,                                        , ,  152.0064,  -26.2694                                                                                                                                                                                                                   
    540362,         0,JOE SIPPEL WEIR HW TM         ,05-12-2010 06:00:00,      .033,L,Below Minor,Steady        ,           ,                                        , ,  152.0058,  -26.2703                                                                                                                                                                                                                   
    540363,         0,GATTON TM                     ,05-12-2010 08:10:00,     5.755,L,Unknown    ,Falling       ,           ,                                        , ,  152.2681,  -27.5506                                                                                                                                                                                                                   
    540364,         0,MOOGERAH DAM HW TM            ,05-12-2010 08:20:00,      -.69,L,Unknown    ,Steady        ,          0,                                        ,S,  152.5504,  -28.0314                                                                                                                                                                                                                   
    540365,         0,TOOHILLS CROSSING TM          ,05-12-2010 07:50:00,     1.719,L,Unknown    ,Falling       ,           ,                                        , ,  152.5231,  -27.9753                                                                                                                                                                                                                   
    540366,         0,TALLEBUDGERA CK DAM ALERT     ,05-12-2010 12:44:38,      1.22,L,Unknown    ,Falling       ,           ,                                        , ,  153.3606,  -28.1789                                                                                                                                                                                                                   
    540368,         0,NICOLLS BRIDGE TM             ,05-12-2010 08:20:00,     1.247,L,Unknown    ,Rising        ,           ,                                        , ,  153.4231,  -28.1803                                                                                                                                                                                                                   
    540373,         0,MT KILCOY WEIR TM             ,05-12-2010 08:00:00,      1.04,L,Unknown    ,Rising        ,           ,                                        , ,  152.5819,    -26.92                                                                                                                                                                                                                   
    540374,         0,HINZE DAM ALERT-B             ,05-12-2010 12:33:29,    -11.36,L,Below Minor,Rising        ,          0,Heights over spillway                   ,S,  153.2817,  -28.0519                                                                                                                                                                                                                   
    540375,         0,CAINBABLE CREEK TM            ,05-12-2010 11:00:00,     1.061,L,Unknown    ,Steady        ,           ,                                        , ,  153.0764,  -28.0936                                                                                                                                                                                                                   
    540376,         0,HOTHAM CREEK ALERT            ,05-12-2010 12:22:14,        .6,L,Unknown    ,Rising        ,           ,                                        , ,  153.2822,  -27.8156                                                                                                                                                                                                                   
    540377,         0,STEWARTS RD ALERT             ,05-12-2010 12:44:07,       .82,L,Unknown    ,Rising        ,           ,                                        , ,  153.2689,  -27.7881                                                                                                                                                                                                                   
    540384,         0,LESLIE HARRISON DAM ALERT     ,05-12-2010 12:13:10,     18.44,L,Unknown    ,Steady        ,      18.31,                                        ,F,    153.18,  -27.5286                                                                                                                                                                                                                   
    540386,         0,SANDY CREEK ROAD ALERT        ,05-12-2010 10:27:04,       1.1,L,Below Minor,Rising        ,        1.9,Sandy Creek Road Crossing               ,X,  152.1781,  -27.5711                                                                                                                                                                                                                   
    540387,         0,HARRISVILLE AL-B              ,05-12-2010 12:29:01,      4.35,L,Moderate   ,Steady        ,        5.5,Warrill Creek Bridge                    ,B,  152.6417,  -27.8133                                                                                                                                                                                                                   
    540388,         0,ROSEWOOD AL-B                 ,05-12-2010 12:07:02,      5.01,L,Moderate   ,Falling       ,        5.2,Bremer River Bridge                     ,B,  152.6042,  -27.6592                                                                                                                                                                                                                   
    540398,         0,DRAPERS CROSSING TM           ,05-12-2010 08:00:00,      1.13,L,Unknown    ,Steady        ,           ,                                        , ,  152.9239,  -27.3467                                                                                                                                                                                                                   
    540399,         0,MUDGEERABA CK TM              ,05-12-2010 08:20:00,      .398,L,Unknown    ,Falling       ,           ,                                        , ,    153.35,  -28.0853                                                                                                                                                                                                                   
    540401,         0,MAWSONS ROAD TM               ,05-12-2010 08:00:00,      .816,L,Unknown    ,Steady        ,           ,                                        , ,  153.0033,  -26.8772                                                                                                                                                                                                                   
    540402,         0,TRAMWAY LANE TM               ,05-12-2010 11:00:00,     1.019,L,Unknown    ,Steady        ,           ,                                        , ,  152.9717,  -28.1492                                                                                                                                                                                                                   
    540403,         0,GARDNERS FALLS TM             ,05-12-2010 11:00:00,      .442,L,Unknown    ,Steady        ,           ,                                        , ,  152.8725,  -26.7606                                                                                                                                                                                                                   
    540404,         0,GLASTONBURY TM                ,05-12-2010 11:00:00,      .533,L,Unknown    ,Steady        ,           ,                                        , ,  152.5206,  -26.2178                                                                                                                                                                                                                   
    540405,         0,FLAGSTONE CK TM               ,05-12-2010 08:40:00,     2.844,L,Unknown    ,Falling       ,           ,                                        , ,  152.1314,  -27.6061                                                                                                                                                                                                                   
    540406,         0,MA MA CREEK TM                ,05-12-2010 08:20:00,      2.34,L,Unknown    ,Falling       ,           ,                                        , ,  152.1619,  -27.6578                                                                                                                                                                                                                   
    540407,         0,MAROON DAM INFLOW TM          ,05-12-2010 11:00:00,     1.596,L,Unknown    ,Falling       ,           ,                                        , ,  152.6075,  -28.2219                                                                                                                                                                                                                   
    540408,         0,NORWELL  ALERT                ,05-12-2010 12:33:03,      -.23,L,Unknown    ,Rising        ,           ,                                        , ,  153.3139,  -27.7881                                                                                                                                                                                                                   
    540412,         0,YOUNGS CROSSING ALERT         ,05-12-2010 12:42:15,      1.52,L,Below Minor,Falling       ,           ,                                        , ,  152.9542,  -27.2667                                                                                                                                                                                                                   
    540413,         0,JOHN BRAY PARK ALERT          ,05-12-2010 12:41:51,       .55,L,Below Minor,Falling       ,           ,                                        , ,   152.985,  -27.2967                                                                                                                                                                                                                   
    540414,         0,NORMANBY WAY ALERT            ,05-12-2010 12:41:41,       .39,L,Below Minor,Falling       ,           ,                                        , ,  152.9969,  -27.3064                                                                                                                                                                                                                   
